Kp,R,Dst,ap,F107,RSF
0.7,141,2,3,144.5,No
1.3,141,0,5,144.5,Yes
1.3,141,-2,5,144.5,Yes
1.3,141,-4,5,144.5,No
1.3,150,-5,5,156.7,No
1.3,150,-7,5,156.7,No
1.3,150,-5,5,156.7,No
0.7,150,-6,3,156.7,No
0.7,150,-8,3,156.7,No
0.7,150,-8,3,156.7,No
1,150,-8,4,156.7,No
1,150,-8,4,156.7,No
1,150,-12,4,156.7,No
1.7,150,-10,6,156.7,No
1.7,150,-2,6,156.7,No
1.7,150,1,6,156.7,No
1.7,150,2,6,156.7,Yes
1.7,150,4,6,156.7,Yes
1.7,150,3,6,156.7,Yes
1.3,150,0,5,156.7,Yes
1.3,150,1,5,156.7,Yes
1.3,150,1,5,156.7,Yes
0.7,150,2,3,156.7,No
0.7,150,1,3,156.7,Yes
0.7,150,1,3,156.7,No
2.7,150,-2,12,156.7,No
2.7,150,-3,12,156.7,Yes
2.7,150,-7,12,156.7,No
2.7,142,-13,12,161.7,No
2.7,142,-19,12,161.7,No
2.7,142,-22,12,161.7,No
3,142,-23,15,161.7,No
3,142,-30,15,161.7,No
3,142,-29,15,161.7,No
4.7,142,-33,39,161.7,No
4.7,142,-47,39,161.7,No
4.7,142,-44,39,161.7,No
3.7,142,-40,22,161.7,No
3.7,142,-42,22,161.7,No
3.7,142,-43,22,161.7,No
4.7,142,-51,39,161.7,No
4.7,142,-53,39,161.7,No
4.7,142,-49,39,161.7,No
3.3,142,-55,18,161.7,No
3.3,142,-60,18,161.7,No
3.3,142,-67,18,161.7,No
5.7,142,-72,67,161.7,No
5.7,142,-70,67,161.7,No
5.7,142,-65,67,161.7,No
3.3,142,-64,18,161.7,No
3.3,142,-65,18,161.7,No
3.3,142,-53,18,161.7,No
3.3,104,-47,18,151.8,No
3.3,104,-54,18,151.8,No
3.3,104,-57,18,151.8,No
3.7,104,-53,22,151.8,No
3.7,104,-47,22,151.8,No
3.7,104,-42,22,151.8,No
2,104,-43,7,151.8,No
2,104,-37,7,151.8,No
2,104,-33,7,151.8,No
1.7,104,-37,6,151.8,No
1.7,104,-37,6,151.8,No
1.7,104,-32,6,151.8,No
1,104,-30,4,151.8,No
1,104,-29,4,151.8,No
1,104,-29,4,151.8,No
1.7,104,-28,6,151.8,No
1.7,104,-30,6,151.8,No
1.7,104,-29,6,151.8,No
3,104,-32,15,151.8,No
3,104,-33,15,151.8,No
3,104,-32,15,151.8,No
1.7,104,-30,6,151.8,No
1.7,104,-29,6,151.8,No
1.7,104,-26,6,151.8,No
1.7,98,-25,6,150.4,No
1.7,98,-25,6,150.4,No
1.7,98,-23,6,150.4,No
1.3,98,-21,5,150.4,No
1.3,98,-22,5,150.4,No
1.3,98,-21,5,150.4,No
1,98,-21,4,150.4,No
1,98,-18,4,150.4,No
1,98,-17,4,150.4,No
0.7,98,-19,3,150.4,No
0.7,98,-19,3,150.4,No
0.7,98,-18,3,150.4,No
1.3,98,-17,5,150.4,No
1.3,98,-15,5,150.4,No
1.3,98,-16,5,150.4,No
2,98,-16,7,150.4,No
2,98,-16,7,150.4,No
2,98,-16,7,150.4,No
1.7,98,-16,6,150.4,No
1.7,98,-14,6,150.4,No
1.7,98,-17,6,150.4,No
0.7,98,-18,3,150.4,No
0.7,98,-18,3,150.4,No
0.7,98,-20,3,150.4,No
1.3,122,-19,5,144.1,No
1.3,122,-17,5,144.1,No
1.3,122,-14,5,144.1,No
0.7,122,-13,3,144.1,No
0.7,122,-14,3,144.1,No
0.7,122,-15,3,144.1,No
1.3,122,-13,5,144.1,No
1.3,122,-13,5,144.1,No
1.3,122,-15,5,144.1,No
1.3,122,-15,5,144.1,No
1.3,122,-13,5,144.1,No
1.3,122,-13,5,144.1,No
1.3,122,-13,5,144.1,No
1.3,122,-13,5,144.1,No
1.3,122,-16,5,144.1,No
1.7,122,-15,6,144.1,No
1.7,122,-16,6,144.1,No
1.7,122,-18,6,144.1,No
1.3,122,-20,5,144.1,No
1.3,122,-25,5,144.1,No
1.3,122,-26,5,144.1,No
1.7,122,-23,6,144.1,No
1.7,122,-24,6,144.1,No
1.7,122,-27,6,144.1,No
2,110,-27,7,139.5,No
2,110,-25,7,139.5,No
2,110,-23,7,139.5,No
2,110,-24,7,139.5,No
2,110,-25,7,139.5,No
2,110,-29,7,139.5,No
1.7,110,-33,6,139.5,No
1.7,110,-28,6,139.5,No
1.7,110,-25,6,139.5,No
1.3,110,-19,5,139.5,No
1.3,110,-14,5,139.5,No
1.3,110,-15,5,139.5,No
2,110,-14,7,139.5,No
2,110,-12,7,139.5,No
2,110,-11,7,139.5,No
3.3,110,-11,18,139.5,No
3.3,110,-3,18,139.5,No
3.3,110,-3,18,139.5,No
1.7,110,-5,6,139.5,No
1.7,110,-5,6,139.5,No
1.7,110,-5,6,139.5,No
0.3,110,-6,2,139.5,No
0.3,110,-4,2,139.5,No
0.3,110,-2,2,139.5,No
1.3,108,-2,5,133,No
1.3,108,-1,5,133,No
1.3,108,0,5,133,No
1,108,-1,4,133,No
1,108,1,4,133,No
1,108,3,4,133,No
2.3,108,7,9,133,No
2.3,108,5,9,133,No
2.3,108,7,9,133,No
2.3,108,-3,9,133,No
2.3,108,-2,9,133,No
2.3,108,2,9,133,No
1.7,108,8,6,133,No
1.7,108,10,6,133,No
1.7,108,10,6,133,No
2,108,13,7,133,No
2,108,9,7,133,No
2,108,10,7,133,No
2,108,8,7,133,No
2,108,6,7,133,No
2,108,2,7,133,No
2.3,108,-9,9,133,No
2.3,108,-9,9,133,No
2.3,108,-9,9,133,No
3,116,-8,15,131.1,No
3,116,-12,15,131.1,No
3,116,-15,15,131.1,No
2.7,116,-12,12,131.1,No
2.7,116,-8,12,131.1,No
2.7,116,-10,12,131.1,No
2.7,116,-9,12,131.1,No
2.7,116,-5,12,131.1,No
2.7,116,-7,12,131.1,No
2.3,116,-6,9,131.1,No
2.3,116,-4,9,131.1,No
2.3,116,-3,9,131.1,No
2,116,-3,7,131.1,No
2,116,-3,7,131.1,No
2,116,0,7,131.1,No
1.7,116,0,6,131.1,No
1.7,116,0,6,131.1,No
1.7,116,-1,6,131.1,No
1.7,116,-1,6,131.1,No
1.7,116,-3,6,131.1,No
1.7,116,-6,6,131.1,No
0.7,116,-9,3,131.1,No
0.7,116,-9,3,131.1,No
0.7,116,-6,3,131.1,No
3,122,-4,15,129.3,No
3,122,-3,15,129.3,No
3,122,0,15,129.3,No
1.7,122,0,6,129.3,No
1.7,122,-4,6,129.3,No
1.7,122,-7,6,129.3,No
1.7,122,-7,6,129.3,No
1.7,122,-3,6,129.3,No
1.7,122,-6,6,129.3,No
1,122,-9,4,129.3,No
1,122,-6,4,129.3,No
1,122,-6,4,129.3,No
1.3,122,-3,5,129.3,No
1.3,122,-2,5,129.3,No
1.3,122,-1,5,129.3,No
1.7,122,-1,6,129.3,No
1.7,122,-3,6,129.3,No
1.7,122,-7,6,129.3,No
1.3,122,-5,5,129.3,No
1.3,122,-5,5,129.3,No
1.3,122,-5,5,129.3,No
1.3,122,-6,5,129.3,No
1.3,122,-8,5,129.3,No
1.3,122,-7,5,129.3,No
1.3,116,-9,5,130.9,No
1.3,116,-9,5,130.9,No
1.3,116,-7,5,130.9,No
1.3,116,-6,5,130.9,No
1.3,116,-6,5,130.9,No
1.3,116,-5,5,130.9,No
1,116,-3,4,130.9,No
1,116,-4,4,130.9,No
1,116,-2,4,130.9,No
1.3,116,0,5,130.9,No
1.3,116,1,5,130.9,No
1.3,116,2,5,130.9,No
0.7,116,3,3,130.9,No
0.7,116,5,3,130.9,No
0.7,116,4,3,130.9,No
0.7,116,2,3,130.9,No
0.7,116,0,3,130.9,No
0.7,116,-2,3,130.9,No
0.3,116,-4,2,130.9,No
0.3,116,-4,2,130.9,No
0.3,116,0,2,130.9,No
0.3,116,2,2,130.9,No
0.3,116,5,2,130.9,No
0.3,116,5,2,130.9,No
1,125,6,4,127.3,No
1,125,9,4,127.3,No
1,125,10,4,127.3,No
1.3,125,7,5,127.3,No
1.3,125,3,5,127.3,No
1.3,125,1,5,127.3,No
0.7,125,1,3,127.3,No
0.7,125,0,3,127.3,No
0.7,125,-1,3,127.3,No
1.3,125,0,5,127.3,No
1.3,125,-2,5,127.3,No
1.3,125,-2,5,127.3,No
1.3,125,-3,5,127.3,No
1.3,125,-1,5,127.3,No
1.3,125,6,5,127.3,No
0.3,125,10,2,127.3,No
0.3,125,9,2,127.3,No
0.3,125,7,2,127.3,No
0.7,125,5,3,127.3,No
0.7,125,4,3,127.3,No
0.7,125,4,3,127.3,No
0.3,125,2,2,127.3,No
0.3,125,0,2,127.3,No
0.3,125,3,2,127.3,No
0,134,5,0,139.4,No
0,134,3,0,139.4,No
0,134,3,0,139.4,No
1.3,134,2,5,139.4,No
1.3,134,3,5,139.4,No
1.3,134,1,5,139.4,No
0.7,134,1,3,139.4,No
0.7,134,2,3,139.4,No
0.7,134,2,3,139.4,No
1,134,2,4,139.4,No
1,134,2,4,139.4,No
1,134,2,4,139.4,No
0.3,134,0,2,139.4,No
0.3,134,-1,2,139.4,No
0.3,134,-2,2,139.4,No
0.3,134,-2,2,139.4,No
0.3,134,-1,2,139.4,No
0.3,134,0,2,139.4,No
0.7,134,1,3,139.4,No
0.7,134,2,3,139.4,No
0.7,134,2,3,139.4,No
0.7,134,2,3,139.4,No
0.7,134,1,3,139.4,No
0.7,134,0,3,139.4,No
1,142,1,4,150.4,No
1,142,1,4,150.4,No
1,142,-1,4,150.4,No
1.7,142,-3,6,150.4,No
1.7,142,-3,6,150.4,No
1.7,142,-3,6,150.4,No
0.7,142,-3,3,150.4,No
0.7,142,-3,3,150.4,No
0.7,142,-5,3,150.4,No
1,142,-4,4,150.4,No
1,142,-3,4,150.4,No
1,142,-2,4,150.4,No
0.3,142,-1,2,150.4,No
0.3,142,0,2,150.4,No
0.3,142,1,2,150.4,No
1,142,3,4,150.4,No
1,142,6,4,150.4,No
1,142,8,4,150.4,No
0.3,142,7,2,150.4,No
0.3,142,5,2,150.4,No
0.3,142,7,2,150.4,No
0.3,142,8,2,150.4,No
0.3,142,5,2,150.4,No
0.3,142,5,2,150.4,No
0.7,153,2,3,153.5,No
0.7,153,5,3,153.5,No
0.7,153,5,3,153.5,No
1,153,4,4,153.5,No
1,153,5,4,153.5,No
1,153,6,4,153.5,No
1.3,153,7,5,153.5,No
1.3,153,4,5,153.5,No
1.3,153,1,5,153.5,No
0.7,153,0,3,153.5,No
0.7,153,3,3,153.5,No
0.7,153,8,3,153.5,No
0.7,153,7,3,153.5,No
0.7,153,7,3,153.5,No
0.7,153,7,3,153.5,No
2.3,153,9,9,153.5,No
2.3,153,12,9,153.5,No
2.3,153,11,9,153.5,No
1,153,12,4,153.5,No
1,153,12,4,153.5,No
1,153,13,4,153.5,No
0.3,153,12,2,153.5,No
0.3,153,13,2,153.5,No
0.3,153,15,2,153.5,No
1.3,160,16,5,151.1,No
1.3,160,17,5,151.1,No
1.3,160,11,5,151.1,No
0.7,160,8,3,151.1,No
0.7,160,9,3,151.1,No
0.7,160,12,3,151.1,No
2,160,14,7,151.1,No
2,160,12,7,151.1,No
2,160,4,7,151.1,No
2.3,160,-6,9,151.1,No
2.3,160,-13,9,151.1,No
2.3,160,-18,9,151.1,No
2.3,160,-13,9,151.1,No
2.3,160,-11,9,151.1,No
2.3,160,-10,9,151.1,No
1.7,160,-14,6,151.1,No
1.7,160,-15,6,151.1,No
1.7,160,-13,6,151.1,No
2,160,-11,7,151.1,No
2,160,-6,7,151.1,No
2,160,-10,7,151.1,No
1.7,160,-12,6,151.1,No
1.7,160,-7,6,151.1,No
1.7,160,-2,6,151.1,No
0.3,173,-2,2,148.8,No
0.3,173,-3,2,148.8,No
0.3,173,-3,2,148.8,No
1,173,1,4,148.8,No
1,173,7,4,148.8,No
1,173,11,4,148.8,No
1.7,173,11,6,148.8,No
1.7,173,8,6,148.8,No
1.7,173,5,6,148.8,No
2,173,16,7,148.8,No
2,173,14,7,148.8,No
2,173,12,7,148.8,No
4,173,8,27,148.8,No
4,173,14,27,148.8,No
4,173,10,27,148.8,No
2.3,173,14,9,148.8,No
2.3,173,15,9,148.8,No
2.3,173,12,9,148.8,No
2,173,9,7,148.8,No
2,173,11,7,148.8,No
2,173,12,7,148.8,No
0.7,173,6,3,148.8,No
0.7,173,6,3,148.8,No
0.7,173,6,3,148.8,No
3.3,206,8,18,148,No
3.3,206,9,18,148,No
3.3,206,0,18,148,No
4,206,-4,27,148,No
4,206,-3,27,148,No
4,206,-5,27,148,No
1.7,206,-9,6,148,No
1.7,206,-11,6,148,No
1.7,206,-9,6,148,No
1.7,206,-6,6,148,No
1.7,206,-3,6,148,No
1.7,206,-6,6,148,No
3.3,206,-6,18,148,No
3.3,206,-4,18,148,No
3.3,206,10,18,148,No
4,206,1,27,148,No
4,206,8,27,148,No
4,206,0,27,148,No
2.3,206,-4,9,148,No
2.3,206,-12,9,148,No
2.3,206,-21,9,148,No
3.3,206,-24,18,148,No
3.3,206,-32,18,148,No
3.3,206,-35,18,148,No
2.3,183,-33,9,139.6,No
2.3,183,-28,9,139.6,No
2.3,183,-25,9,139.6,No
2.3,183,-26,9,139.6,No
2.3,183,-25,9,139.6,No
2.3,183,-25,9,139.6,No
1.3,183,-22,5,139.6,No
1.3,183,-16,5,139.6,No
1.3,183,-7,5,139.6,No
1.3,183,-3,5,139.6,No
1.3,183,-1,5,139.6,No
1.3,183,-4,5,139.6,No
1.7,183,-4,6,139.6,No
1.7,183,-1,6,139.6,No
1.7,183,4,6,139.6,No
2.3,183,3,9,139.6,No
2.3,183,1,9,139.6,No
2.3,183,-8,9,139.6,No
3.3,183,-7,18,139.6,No
3.3,183,-11,18,139.6,No
3.3,183,-9,18,139.6,No
2,183,-10,7,139.6,No
2,183,-15,7,139.6,No
2,183,-18,7,139.6,No
4.3,133,-18,32,135.2,No
4.3,133,-17,32,135.2,No
4.3,133,-32,32,135.2,No
5.3,133,-53,56,135.2,No
5.3,133,-61,56,135.2,No
5.3,133,-55,56,135.2,No
3,133,-52,15,135.2,No
3,133,-56,15,135.2,No
3,133,-61,15,135.2,No
2.3,133,-52,9,135.2,No
2.3,133,-44,9,135.2,No
2.3,133,-40,9,135.2,No
2,133,-35,7,135.2,No
2,133,-32,7,135.2,No
2,133,-27,7,135.2,No
1.7,133,-26,6,135.2,No
1.7,133,-25,6,135.2,No
1.7,133,-29,6,135.2,No
3.3,133,-34,18,135.2,No
3.3,133,-35,18,135.2,No
3.3,133,-34,18,135.2,No
2,133,-39,7,135.2,No
2,133,-44,7,135.2,No
2,133,-47,7,135.2,No
3.3,127,-46,18,138.5,No
3.3,127,-45,18,138.5,No
3.3,127,-43,18,138.5,No
2,127,-37,7,138.5,No
2,127,-34,7,138.5,No
2,127,-32,7,138.5,No
2,127,-32,7,138.5,No
2,127,-36,7,138.5,No
2,127,-38,7,138.5,No
2,127,-42,7,138.5,No
2,127,-44,7,138.5,No
2,127,-45,7,138.5,No
2.3,127,-46,9,138.5,No
2.3,127,-48,9,138.5,No
2.3,127,-51,9,138.5,No
2.7,127,-51,12,138.5,No
2.7,127,-49,12,138.5,No
2.7,127,-43,12,138.5,No
2,127,-38,7,138.5,No
2,127,-36,7,138.5,No
2,127,-36,7,138.5,No
3.7,127,-36,22,138.5,No
3.7,127,-34,22,138.5,No
3.7,127,-18,22,138.5,No
2,112,-14,7,135.2,No
2,112,-15,7,135.2,No
2,112,-14,7,135.2,No
1.3,112,-11,5,135.2,No
1.3,112,-10,5,135.2,No
1.3,112,-11,5,135.2,No
0.3,112,-12,2,135.2,No
0.3,112,-13,2,135.2,No
0.3,112,-14,2,135.2,No
1,112,-11,4,135.2,No
1,112,-8,4,135.2,No
1,112,-6,4,135.2,No
1.7,112,-7,6,135.2,No
1.7,112,-6,6,135.2,No
1.7,112,-6,6,135.2,No
2.3,112,-7,9,135.2,No
2.3,112,-8,9,135.2,No
2.3,112,-12,9,135.2,No
2.3,112,-11,9,135.2,No
2.3,112,-11,9,135.2,No
2.3,112,-9,9,135.2,No
2,112,-12,7,135.2,No
2,112,-14,7,135.2,No
2,112,-14,7,135.2,No
1.7,113,-12,6,128.4,No
1.7,113,-13,6,128.4,No
1.7,113,-15,6,128.4,No
1,113,-14,4,128.4,No
1,113,-15,4,128.4,No
1,113,-16,4,128.4,No
1.7,113,-16,6,128.4,No
1.7,113,-20,6,128.4,No
1.7,113,-16,6,128.4,No
1,113,-9,4,128.4,No
1,113,-9,4,128.4,No
1,113,-9,4,128.4,No
0.7,113,-9,3,128.4,No
0.7,113,-7,3,128.4,No
0.7,113,-8,3,128.4,No
0.7,113,-8,3,128.4,No
0.7,113,-7,3,128.4,No
0.7,113,-7,3,128.4,No
1,113,-8,4,128.4,No
1,113,-10,4,128.4,No
1,113,-11,4,128.4,No
2.3,113,-7,9,128.4,No
2.3,113,-4,9,128.4,No
2.3,113,-10,9,128.4,No
3,131,-13,15,136.7,No
3,131,-16,15,136.7,No
3,131,-8,15,136.7,No
1.7,131,-1,6,136.7,No
1.7,131,1,6,136.7,No
1.7,131,-1,6,136.7,No
1.7,131,2,6,136.7,No
1.7,131,8,6,136.7,No
1.7,131,11,6,136.7,No
2.3,131,9,9,136.7,No
2.3,131,1,9,136.7,No
2.3,131,5,9,136.7,No
2.7,131,12,12,136.7,No
2.7,131,8,12,136.7,No
2.7,131,12,12,136.7,No
2.3,131,9,9,136.7,No
2.3,131,-1,9,136.7,No
2.3,131,-7,9,136.7,No
2.7,131,-6,12,136.7,No
2.7,131,-6,12,136.7,No
2.7,131,-15,12,136.7,No
2.3,131,-18,9,136.7,No
2.3,131,-21,9,136.7,No
2.3,131,-15,9,136.7,No
1.3,108,-11,5,137.9,No
1.3,108,-8,5,137.9,No
1.3,108,-7,5,137.9,No
3,108,-10,15,137.9,No
3,108,-5,15,137.9,No
3,108,-6,15,137.9,No
1.3,108,-4,5,137.9,No
1.3,108,-5,5,137.9,No
1.3,108,-7,5,137.9,No
2,108,-9,7,137.9,No
2,108,-8,7,137.9,No
2,108,-5,7,137.9,No
2.3,108,-6,9,137.9,No
2.3,108,-3,9,137.9,No
2.3,108,-1,9,137.9,No
1.7,108,-4,6,137.9,No
1.7,108,-6,6,137.9,No
1.7,108,-7,6,137.9,No
2,108,-7,7,137.9,No
2,108,-10,7,137.9,No
2,108,-11,7,137.9,No
1.7,108,-15,6,137.9,No
1.7,108,-16,6,137.9,No
1.7,108,-14,6,137.9,No
2,108,-8,7,130.6,No
2,108,-5,7,130.6,No
2,108,-5,7,130.6,No
2.7,108,-4,12,130.6,No
2.7,108,-5,12,130.6,No
2.7,108,-10,12,130.6,No
2,108,-8,7,130.6,No
2,108,-7,7,130.6,No
2,108,-10,7,130.6,No
2.7,108,-16,12,130.6,No
2.7,108,-19,12,130.6,No
2.7,108,-18,12,130.6,No
3.3,108,-22,18,130.6,No
3.3,108,-27,18,130.6,No
3.3,108,-25,18,130.6,No
2.3,108,-21,9,130.6,No
2.3,108,-22,9,130.6,No
2.3,108,-20,9,130.6,No
5.7,108,-5,67,130.6,No
5.7,108,-11,67,130.6,No
5.7,108,-20,67,130.6,No
4.3,108,-27,32,130.6,No
4.3,108,-19,32,130.6,No
4.3,108,-19,32,130.6,No
4.3,118,-22,32,124.5,No
4.3,118,-21,32,124.5,No
4.3,118,-27,32,124.5,No
5,118,-41,48,124.5,No
5,118,-47,48,124.5,No
5,118,-58,48,124.5,No
3,118,-59,15,124.5,No
3,118,-51,15,124.5,No
3,118,-38,15,124.5,No
4.3,118,-30,32,124.5,No
4.3,118,-20,32,124.5,No
4.3,118,-36,32,124.5,No
4,118,-31,27,124.5,No
4,118,-28,27,124.5,No
4,118,-30,27,124.5,No
5,118,-37,48,124.5,No
5,118,-49,48,124.5,No
5,118,-55,48,124.5,No
5,118,-53,48,124.5,No
5,118,-56,48,124.5,No
5,118,-47,48,124.5,No
5,118,-51,48,124.5,No
5,118,-51,48,124.5,No
5,118,-42,48,124.5,No
4,96,-22,27,123.2,No
4,96,-11,27,123.2,No
4,96,-20,27,123.2,No
3.7,96,-30,22,123.2,No
3.7,96,-28,22,123.2,No
3.7,96,-43,22,123.2,No
4,96,-41,27,123.2,No
4,96,-41,27,123.2,No
4,96,-39,27,123.2,No
1.7,96,-41,6,123.2,No
1.7,96,-42,6,123.2,No
1.7,96,-41,6,123.2,No
2,96,-37,7,123.2,No
2,96,-35,7,123.2,No
2,96,-32,7,123.2,No
4,96,-30,27,123.2,No
4,96,-28,27,123.2,No
4,96,-28,27,123.2,No
3.7,96,-26,22,123.2,No
3.7,96,-32,22,123.2,No
3.7,96,-34,22,123.2,No
2,96,-36,7,123.2,No
2,96,-41,7,123.2,No
2,96,-37,7,123.2,No
2,92,-31,7,113.1,No
2,92,-28,7,113.1,No
2,92,-25,7,113.1,No
3,92,-30,15,113.1,No
3,92,-36,15,113.1,No
3,92,-33,15,113.1,No
2,92,-29,7,113.1,No
2,92,-29,7,113.1,No
2,92,-29,7,113.1,No
2.3,92,-26,9,113.1,No
2.3,92,-26,9,113.1,No
2.3,92,-20,9,113.1,No
3,92,-22,15,113.1,No
3,92,-26,15,113.1,No
3,92,-28,15,113.1,No
3.3,92,-24,18,113.1,No
3.3,92,-22,18,113.1,No
3.3,92,-21,18,113.1,No
4,92,-26,27,113.1,No
4,92,-30,27,113.1,No
4,92,-29,27,113.1,No
2.3,92,-27,9,113.1,No
2.3,92,-29,9,113.1,No
2.3,92,-29,9,113.1,No
2.7,78,-32,12,107.6,No
2.7,78,-34,12,107.6,No
2.7,78,-31,12,107.6,No
3,78,-34,15,107.6,No
3,78,-31,15,107.6,No
3,78,-27,15,107.6,No
2.3,78,-27,9,107.6,No
2.3,78,-26,9,107.6,No
2.3,78,-24,9,107.6,No
2,78,-28,7,107.6,No
2,78,-26,7,107.6,No
2,78,-23,7,107.6,No
2,78,-23,7,107.6,No
2,78,-24,7,107.6,No
2,78,-22,7,107.6,No
1,78,-21,4,107.6,No
1,78,-22,4,107.6,No
1,78,-23,4,107.6,No
0.7,78,-23,3,107.6,No
0.7,78,-22,3,107.6,No
0.7,78,-21,3,107.6,No
0,78,-22,0,107.6,No
0,78,-22,0,107.6,No
0,78,-20,0,107.6,No
0,72,-19,0,109.8,No
0,72,-19,0,109.8,No
0,72,-17,0,109.8,No
0.3,72,-15,2,109.8,No
0.3,72,-14,2,109.8,No
0.3,72,-15,2,109.8,No
0,72,-14,0,109.8,No
0,72,-15,0,109.8,No
0,72,-15,0,109.8,No
0,72,-16,0,109.8,No
0,72,-17,0,109.8,No
0,72,-19,0,109.8,No
0.3,72,-21,2,109.8,No
0.3,72,-21,2,109.8,No
0.3,72,-20,2,109.8,No
0.3,72,-19,2,109.8,No
0.3,72,-20,2,109.8,No
0.3,72,-19,2,109.8,No
0.3,72,-17,2,109.8,No
0.3,72,-16,2,109.8,No
0.3,72,-16,2,109.8,No
0,72,-17,0,109.8,No
0,72,-17,0,109.8,No
0,72,-15,0,109.8,No
0.3,73,-15,2,106.9,No
0.3,73,-16,2,106.9,No
0.3,73,-14,2,106.9,No
0,73,-12,0,106.9,No
0,73,-13,0,106.9,No
0,73,-13,0,106.9,No
0,73,-13,0,106.9,No
0,73,-12,0,106.9,No
0,73,-11,0,106.9,No
0.3,73,-11,2,106.9,No
0.3,73,-12,2,106.9,No
0.3,73,-11,2,106.9,No
0.3,73,-10,2,106.9,No
0.3,73,-10,2,106.9,No
0.3,73,-12,2,106.9,No
0.7,73,-12,3,106.9,No
0.7,73,-10,3,106.9,No
0.7,73,-7,3,106.9,No
0.7,73,-9,3,106.9,No
0.7,73,-10,3,106.9,No
0.7,73,-10,3,106.9,No
0,73,-11,0,106.9,No
0,73,-12,0,106.9,No
0,73,-11,0,106.9,No
0,50,-8,0,104.7,No
0,50,-6,0,104.7,No
0,50,-3,0,104.7,No
0.3,50,0,2,104.7,No
0.3,50,0,2,104.7,No
0.3,50,-4,2,104.7,No
0.3,50,-2,2,104.7,No
0.3,50,2,2,104.7,No
0.3,50,2,2,104.7,No
0.7,50,-1,3,104.7,No
0.7,50,-2,3,104.7,No
0.7,50,-5,3,104.7,No
1.3,50,-4,5,104.7,No
1.3,50,-4,5,104.7,No
1.3,50,-2,5,104.7,No
3.3,50,-1,18,104.7,No
3.3,50,10,18,104.7,No
3.3,50,16,18,104.7,No
3.7,50,14,22,104.7,No
3.7,50,11,22,104.7,No
3.7,50,9,22,104.7,No
3.7,50,6,22,104.7,No
3.7,50,6,22,104.7,No
3.7,50,5,22,104.7,No
5.7,60,13,67,108.8,No
5.7,60,3,67,108.8,No
5.7,60,-38,67,108.8,No
7,60,-73,132,108.8,No
7,60,-103,132,108.8,No
7,60,-110,132,108.8,No
6.3,60,-109,94,108.8,No
6.3,60,-122,94,108.8,No
6.3,60,-124,94,108.8,No
5,60,-103,48,108.8,No
5,60,-89,48,108.8,No
5,60,-83,48,108.8,No
5.7,60,-82,67,108.8,No
5.7,60,-83,67,108.8,No
5.7,60,-73,67,108.8,No
3.3,60,-68,18,108.8,No
3.3,60,-68,18,108.8,No
3.3,60,-65,18,108.8,No
3.7,60,-60,22,108.8,No
3.7,60,-55,22,108.8,No
3.7,60,-54,22,108.8,No
3,60,-51,15,108.8,No
3,60,-50,15,108.8,No
3,60,-44,15,108.8,No
4,77,-42,27,114.1,No
4,77,-44,27,114.1,No
4,77,-40,27,114.1,No
3.3,77,-49,18,114.1,No
3.3,77,-50,18,114.1,No
3.3,77,-50,18,114.1,No
3.3,77,-53,18,114.1,No
3.3,77,-45,18,114.1,No
3.3,77,-40,18,114.1,No
3,77,-38,15,114.1,No
3,77,-40,15,114.1,No
3,77,-43,15,114.1,No
3.3,77,-38,18,114.1,No
3.3,77,-36,18,114.1,No
3.3,77,-41,18,114.1,No
2.7,77,-42,12,114.1,No
2.7,77,-42,12,114.1,No
2.7,77,-39,12,114.1,No
3,77,-39,15,114.1,No
3,77,-43,15,114.1,No
3,77,-40,15,114.1,No
2.7,77,-34,12,114.1,No
2.7,77,-31,12,114.1,No
2.7,77,-31,12,114.1,No
3,64,-32,15,115,No
3,64,-31,15,115,No
3,64,-34,15,115,No
2,64,-33,7,115,No
2,64,-33,7,115,No
2,64,-31,7,115,No
1.7,64,-28,6,115,No
1.7,64,-24,6,115,No
1.7,64,-24,6,115,No
1.7,64,-26,6,115,No
1.7,64,-27,6,115,No
1.7,64,-29,6,115,No
1.3,64,-27,5,115,No
1.3,64,-25,5,115,Yes
1.3,64,-25,5,115,Yes
2,64,-22,7,115,Yes
2,64,-22,7,115,Yes
2,64,-21,7,115,Yes
2.7,64,-21,12,115,Yes
2.7,64,-20,12,115,Yes
2.7,64,-22,12,115,Yes
3,64,-23,15,115,No
3,64,-20,15,115,No
3,64,-25,15,115,No
3,51,-23,15,113.1,No
3,51,-28,15,113.1,No
3,51,-29,15,113.1,No
2.3,51,-26,9,113.1,No
2.3,51,-27,9,113.1,No
2.3,51,-26,9,113.1,No
2,51,-25,7,113.1,No
2,51,-27,7,113.1,No
2,51,-23,7,113.1,No
1.3,51,-19,5,113.1,No
1.3,51,-20,5,113.1,No
1.3,51,-25,5,113.1,No
0.7,51,-25,3,113.1,No
0.7,51,-25,3,113.1,No
0.7,51,-24,3,113.1,No
1,51,-25,4,113.1,No
1,51,-25,4,113.1,No
1,51,-22,4,113.1,No
1.7,51,-18,6,113.1,Yes
1.7,51,-16,6,113.1,Yes
1.7,51,-15,6,113.1,No
2.7,51,-11,12,113.1,No
2.7,51,-9,12,113.1,No
2.7,51,-9,12,113.1,No
2.3,79,-14,9,112.1,No
2.3,79,-13,9,112.1,No
2.3,79,-12,9,112.1,No
1.3,79,-13,5,112.1,No
1.3,79,-20,5,112.1,No
