Kp,R,Dst,ap,F107,RSF
1.7,140,-10,6,229.3,No
1.7,140,-10,6,229.3,No
1.7,140,-6,6,229.3,No
0,140,-6,0,229.3,No
0,140,-9,0,229.3,No
0,140,-10,0,229.3,No
0.7,140,-10,3,229.3,No
0.7,140,-11,3,229.3,No
0.7,140,-9,3,229.3,No
0.7,140,-9,3,229.3,Yes
0.7,140,-12,3,229.3,Yes
0.7,140,-10,3,229.3,Yes
3.3,140,-2,18,229.3,Yes
3.3,140,-2,18,229.3,Yes
3.3,140,-8,18,229.3,Yes
2.3,140,-9,9,229.3,Yes
2.3,140,-3,9,229.3,Yes
2.3,140,-1,9,229.3,Yes
2.7,140,0,12,229.3,Yes
2.7,140,4,12,229.3,No
2.7,140,2,12,229.3,No
3,107,-1,15,188.2,No
3,107,-8,15,188.2,No
3,107,-12,15,188.2,No
3.3,107,-13,18,188.2,No
3.3,107,-14,18,188.2,No
3.3,107,-11,18,188.2,No
1,107,-11,4,188.2,No
1,107,-11,4,188.2,No
1,107,-12,4,188.2,No
1,107,-13,4,188.2,No
1,107,-12,4,188.2,No
1,107,-10,4,188.2,No
0.7,107,-12,3,188.2,No
0.7,107,-14,3,188.2,No
0.7,107,-13,3,188.2,No
0.7,107,-9,3,188.2,No
0.7,107,-9,3,188.2,No
0.7,107,-5,3,188.2,No
1,107,-3,4,188.2,No
1,107,-4,4,188.2,No
1,107,-7,4,188.2,No
1.3,107,-3,5,188.2,No
1.3,107,1,5,188.2,No
1.3,107,0,5,188.2,No
3,120,0,15,178.1,No
3,120,-5,15,178.1,No
3,120,-14,15,178.1,No
2.7,120,-22,12,178.1,No
2.7,120,-22,12,178.1,No
2.7,120,-20,12,178.1,No
1.3,120,-16,5,178.1,No
1.3,120,-15,5,178.1,No
1.3,120,-19,5,178.1,No
1.7,120,-21,6,178.1,No
1.7,120,-21,6,178.1,No
1.7,120,-18,6,178.1,No
1,120,-17,4,178.1,No
1,120,-15,4,178.1,No
1,120,-9,4,178.1,No
1,120,-4,4,178.1,No
1,120,-1,4,178.1,No
1,120,0,4,178.1,No
2.7,120,1,12,178.1,No
2.7,120,-3,12,178.1,No
2.7,120,4,12,178.1,No
1.7,120,3,6,178.1,Yes
1.7,120,4,6,178.1,Yes
1.7,120,6,6,178.1,Yes
2,137,5,7,169.4,No
2,137,2,7,169.4,No
2,137,-1,7,169.4,No
1.7,137,-2,6,169.4,No
1.7,137,-5,6,169.4,No
1.7,137,-8,6,169.4,No
0.7,137,-6,3,169.4,No
0.7,137,-4,3,169.4,No
0.7,137,-3,3,169.4,No
0.7,137,3,3,169.4,No
0.7,137,4,3,169.4,No
0.7,137,2,3,169.4,No
1,137,-1,4,169.4,No
1,137,-3,4,169.4,No
1,137,-2,4,169.4,No
1.7,137,0,6,169.4,No
1.7,137,-5,6,169.4,No
1.7,137,-7,6,169.4,No
0.7,137,-6,3,169.4,No
0.7,137,-5,3,169.4,No
0.7,137,-4,3,169.4,No
0.3,137,-2,2,169.4,No
0.3,137,-2,2,169.4,No
0.3,137,-4,2,169.4,No
0,142,-4,0,160.7,No
0,142,-5,0,160.7,No
0,142,-6,0,160.7,No
0,142,-8,0,160.7,No
0,142,-8,0,160.7,No
0,142,-5,0,160.7,No
0,142,0,0,160.7,No
0,142,3,0,160.7,No
0,142,4,0,160.7,No
0.3,142,6,2,160.7,No
0.3,142,8,2,160.7,No
0.3,142,10,2,160.7,No
0.7,142,10,3,160.7,No
0.7,142,9,3,160.7,No
0.7,142,9,3,160.7,No
0.7,142,8,3,160.7,No
0.7,142,5,3,160.7,No
0.7,142,6,3,160.7,No
2.3,142,5,9,160.7,No
2.3,142,-2,9,160.7,No
2.3,142,-7,9,160.7,No
1.7,142,-10,6,160.7,No
1.7,142,-8,6,160.7,No
1.7,142,-2,6,160.7,No
1,133,-2,4,150.2,No
1,133,-8,4,150.2,No
1,133,-9,4,150.2,No
0.7,133,-7,3,150.2,No
0.7,133,-6,3,150.2,No
0.7,133,-5,3,150.2,No
1,133,-2,4,150.2,No
1,133,1,4,150.2,No
1,133,-2,4,150.2,No
1,133,-6,4,150.2,No
1,133,-7,4,150.2,No
1,133,-7,4,150.2,No
1.3,133,-8,5,150.2,No
1.3,133,-12,5,150.2,No
1.3,133,-13,5,150.2,No
1,133,-10,4,150.2,No
1,133,-8,4,150.2,No
1,133,-8,4,150.2,No
2.7,133,-6,12,150.2,No
2.7,133,-9,12,150.2,No
2.7,133,-13,12,150.2,No
3.3,133,-8,18,150.2,No
3.3,133,-13,18,150.2,No
3.3,133,-15,18,150.2,No
2,117,-15,7,138.7,No
2,117,-17,7,138.7,No
2,117,-19,7,138.7,No
3,117,-20,15,138.7,No
3,117,-20,15,138.7,No
3,117,-13,15,138.7,No
2,117,-8,7,138.7,No
2,117,-1,7,138.7,No
2,117,1,7,138.7,No
1,117,3,4,138.7,No
1,117,4,4,138.7,No
1,117,2,4,138.7,No
1,117,-1,4,138.7,No
1,117,-2,4,138.7,No
1,117,-2,4,138.7,No
0.7,117,-4,3,138.7,No
0.7,117,-3,3,138.7,No
0.7,117,-4,3,138.7,No
0,117,-3,0,138.7,No
0,117,-3,0,138.7,No
0,117,-5,0,138.7,No
1,117,-5,4,138.7,No
1,117,-4,4,138.7,No
1,117,-6,4,138.7,No
3.3,96,-10,18,132.6,No
3.3,96,-17,18,132.6,No
3.3,96,-14,18,132.6,No
2.7,96,-12,12,132.6,No
2.7,96,-10,12,132.6,No
2.7,96,-11,12,132.6,No
1.7,96,-10,6,132.6,No
1.7,96,-8,6,132.6,No
1.7,96,-10,6,132.6,No
1,96,-8,4,132.6,No
1,96,-3,4,132.6,No
1,96,-1,4,132.6,No
3.3,96,-5,18,132.6,No
3.3,96,-9,18,132.6,Yes
3.3,96,-11,18,132.6,No
2.3,96,-13,9,132.6,No
2.3,96,-10,9,132.6,No
2.3,96,-7,9,132.6,No
1.3,96,-4,5,132.6,No
1.3,96,-7,5,132.6,No
1.3,96,-10,5,132.6,No
2.7,96,-8,12,132.6,No
2.7,96,-5,12,132.6,No
2.7,96,-8,12,132.6,No
1.7,93,-10,6,122.1,No
1.7,93,-12,6,122.1,No
1.7,93,-11,6,122.1,No
0.7,93,-12,3,122.1,No
0.7,93,-17,3,122.1,No
0.7,93,-18,3,122.1,No
1,93,-18,4,122.1,No
1,93,-15,4,122.1,No
1,93,-14,4,122.1,No
0.7,93,-13,3,122.1,No
0.7,93,-11,3,122.1,No
0.7,93,-9,3,122.1,No
0.3,93,-7,2,122.1,No
0.3,93,-5,2,122.1,No
0.3,93,-4,2,122.1,No
1,93,-4,4,122.1,No
1,93,-4,4,122.1,No
1,93,-3,4,122.1,No
0.3,93,-2,2,122.1,No
0.3,93,-3,2,122.1,No
0.3,93,-5,2,122.1,No
0.3,93,-7,2,122.1,No
0.3,93,-8,2,122.1,No
0.3,93,-8,2,122.1,No
0,80,-8,0,117.1,No
0,80,-9,0,117.1,No
0,80,-7,0,117.1,No
0,80,-6,0,117.1,No
0,80,-5,0,117.1,No
0,80,-4,0,117.1,No
1,80,-4,4,117.1,No
1,80,-3,4,117.1,No
1,80,0,4,117.1,No
0.7,80,1,3,117.1,No
0.7,80,0,3,117.1,No
0.7,80,0,3,117.1,No
0.3,80,-2,2,117.1,No
0.3,80,-3,2,117.1,Yes
0.3,80,-2,2,117.1,Yes
0.3,80,-1,2,117.1,Yes
0.3,80,0,2,117.1,No
0.3,80,2,2,117.1,No
0,80,4,0,117.1,No
0,80,3,0,117.1,No
0,80,4,0,117.1,No
0.3,80,5,2,117.1,No
0.3,80,4,2,117.1,No
0.3,80,0,2,117.1,No
0,74,-1,0,124.7,No
0,74,0,0,124.7,No
0,74,2,0,124.7,No
0,74,2,0,124.7,No
0,74,0,0,124.7,No
0,74,-1,0,124.7,No
0.3,74,0,2,124.7,No
0.3,74,3,2,124.7,No
0.3,74,6,2,124.7,No
0,74,6,0,124.7,No
0,74,5,0,124.7,No
0,74,4,0,124.7,No
1,74,3,4,124.7,No
1,74,2,4,124.7,Yes
1,74,2,4,124.7,Yes
0.7,74,3,3,124.7,Yes
0.7,74,6,3,124.7,Yes
0.7,74,9,3,124.7,Yes
0.3,74,8,2,124.7,Yes
0.3,74,4,2,124.7,No
0.3,74,0,2,124.7,No
1.7,74,-1,6,124.7,No
1.7,74,-4,6,124.7,No
1.7,74,-5,6,124.7,No
0.7,116,-7,3,125.5,No
0.7,116,-9,3,125.5,No
0.7,116,-10,3,125.5,No
0,116,-8,0,125.5,No
0,116,-8,0,125.5,No
0,116,-6,0,125.5,No
0,116,-4,0,125.5,No
0,116,-4,0,125.5,No
0,116,-4,0,125.5,No
0,116,-4,0,125.5,No
0,116,-3,0,125.5,No
0,116,-1,0,125.5,No
0.3,116,1,2,125.5,No
0.3,116,3,2,125.5,Yes
0.3,116,4,2,125.5,Yes
0,116,4,0,125.5,No
0,116,2,0,125.5,No
0,116,0,0,125.5,No
1,116,2,4,125.5,No
1,116,5,4,125.5,No
1,116,12,4,125.5,No
0,116,14,0,125.5,No
0,116,14,0,125.5,No
0,116,12,0,125.5,No
0,110,13,0,123.4,No
0,110,13,0,123.4,No
0,110,13,0,123.4,No
0,110,11,0,123.4,No
0,110,6,0,123.4,No
0,110,7,0,123.4,No
0,110,8,0,123.4,No
0,110,9,0,123.4,No
0,110,9,0,123.4,No
0,110,8,0,123.4,No
0,110,8,0,123.4,No
0,110,11,0,123.4,No
0.3,110,11,2,123.4,Yes
0.3,110,12,2,123.4,Yes
0.3,110,12,2,123.4,Yes
0.3,110,13,2,123.4,Yes
0.3,110,11,2,123.4,Yes
0.3,110,11,2,123.4,Yes
0,110,10,0,123.4,Yes
0,110,6,0,123.4,Yes
0,110,2,0,123.4,Yes
0,110,0,0,123.4,No
0,110,0,0,123.4,No
0,110,0,0,123.4,No
0,133,-1,0,133,No
0,133,-1,0,133,No
0,133,2,0,133,No
0,133,6,0,133,No
0,133,9,0,133,No
0,133,9,0,133,No
0.7,133,7,3,133,No
0.7,133,4,3,133,No
0.7,133,4,3,133,No
0.3,133,1,2,133,No
0.3,133,-1,2,133,No
0.3,133,-3,2,133,No
0.3,133,-2,2,133,No
0.3,133,-3,2,133,Yes
0.3,133,-3,2,133,Yes
0.7,133,0,3,133,No
0.7,133,0,3,133,No
0.7,133,1,3,133,No
0.7,133,2,3,133,No
0.7,133,1,3,133,No
0.7,133,2,3,133,No
0.3,133,6,2,133,No
0.3,133,5,2,133,No
0.3,133,8,2,133,No
2.7,129,7,12,141.4,No
2.7,129,5,12,141.4,No
2.7,129,9,12,141.4,No
1,129,11,4,141.4,No
1,129,10,4,141.4,No
1,129,10,4,141.4,No
1.7,129,5,6,141.4,No
1.7,129,1,6,141.4,No
1.7,129,7,6,141.4,No
1.7,129,9,6,141.4,No
1.7,129,0,6,141.4,No
1.7,129,-5,6,141.4,No
2.3,129,0,9,141.4,No
2.3,129,2,9,141.4,No
2.3,129,11,9,141.4,No
2.7,129,17,12,141.4,No
2.7,129,12,12,141.4,No
2.7,129,2,12,141.4,No
2,129,1,7,141.4,No
2,129,3,7,141.4,No
2,129,3,7,141.4,No
1.7,129,-9,6,141.4,No
1.7,129,-8,6,141.4,No
1.7,129,-6,6,141.4,No
2,154,-6,7,138.9,No
2,154,-9,7,138.9,No
2,154,-10,7,138.9,No
2,154,-10,7,138.9,No
2,154,-12,7,138.9,No
2,154,-12,7,138.9,No
2.7,154,-13,12,138.9,No
2.7,154,-16,12,138.9,No
2.7,154,-17,12,138.9,No
3.3,154,-13,18,138.9,No
3.3,154,-9,18,138.9,No
3.3,154,-9,18,138.9,No
2.3,154,-12,9,138.9,No
2.3,154,-10,9,138.9,No
2.3,154,-11,9,138.9,No
1.7,154,-9,6,138.9,No
1.7,154,-4,6,138.9,No
1.7,154,-3,6,138.9,No
1.7,154,-1,6,138.9,No
1.7,154,-3,6,138.9,No
1.7,154,-4,6,138.9,No
2.7,154,-6,12,138.9,No
2.7,154,-6,12,138.9,No
2.7,154,-5,12,138.9,No
2.3,146,-5,9,132.1,No
2.3,146,-9,9,132.1,No
2.3,146,-8,9,132.1,No
1.7,146,-7,6,132.1,No
1.7,146,-12,6,132.1,No
1.7,146,-14,6,132.1,No
2,146,-10,7,132.1,No
2,146,-8,7,132.1,No
2,146,-6,7,132.1,No
1.3,146,-4,5,132.1,No
1.3,146,-3,5,132.1,No
1.3,146,-1,5,132.1,No
0.7,146,-3,3,132.1,No
0.7,146,-9,3,132.1,No
0.7,146,-9,3,132.1,Yes
1.3,146,-4,5,132.1,Yes
1.3,146,-4,5,132.1,Yes
1.3,146,-2,5,132.1,Yes
2,146,0,7,132.1,Yes
2,146,-3,7,132.1,Yes
2,146,-7,7,132.1,Yes
1.7,146,-10,6,132.1,Yes
1.7,146,-13,6,132.1,No
1.7,146,-16,6,132.1,No
3,116,-15,15,131.3,No
3,116,-12,15,131.3,No
3,116,-12,15,131.3,No
1.7,116,-9,6,131.3,No
1.7,116,-11,6,131.3,No
1.7,116,-8,6,131.3,No
0,116,-5,0,131.3,No
0,116,-2,0,131.3,No
0,116,-2,0,131.3,No
0.3,116,-3,2,131.3,No
0.3,116,-3,2,131.3,No
0.3,116,-1,2,131.3,No
0.7,116,0,3,131.3,No
0.7,116,3,3,131.3,No
0.7,116,3,3,131.3,Yes
0.3,116,3,2,131.3,Yes
0.3,116,3,2,131.3,Yes
0.3,116,5,2,131.3,No
0,116,5,0,131.3,No
0,116,5,0,131.3,No
0,116,6,0,131.3,No
0.3,116,6,2,131.3,No
0.3,116,1,2,131.3,No
0.3,116,-1,2,131.3,Yes
2.3,100,-1,9,129.1,No
2.3,100,-5,9,129.1,No
2.3,100,-11,9,129.1,No
1.7,100,-15,6,129.1,No
1.7,100,-15,6,129.1,No
1.7,100,-13,6,129.1,No
1,100,-12,4,129.1,No
1,100,-12,4,129.1,No
1,100,-5,4,129.1,No
0.3,100,-2,2,129.1,No
0.3,100,-1,2,129.1,No
0.3,100,0,2,129.1,No
1,100,2,4,129.1,Yes
1,100,1,4,129.1,Yes
1,100,-5,4,129.1,Yes
1.7,100,-9,6,129.1,Yes
1.7,100,-11,6,129.1,Yes
1.7,100,-7,6,129.1,Yes
1.7,100,-2,6,129.1,Yes
1.7,100,-1,6,129.1,Yes
1.7,100,-2,6,129.1,Yes
3,100,-11,15,129.1,Yes
3,100,-17,15,129.1,Yes
3,100,-21,15,129.1,No
2.7,97,-21,12,133.7,No
2.7,97,-19,12,133.7,No
2.7,97,-19,12,133.7,No
2.7,97,-21,12,133.7,No
2.7,97,-24,12,133.7,No
2.7,97,-26,12,133.7,No
1.7,97,-27,6,133.7,No
1.7,97,-26,6,133.7,No
1.7,97,-24,6,133.7,No
1,97,-17,4,133.7,No
1,97,-12,4,133.7,No
1,97,-8,4,133.7,No
0,97,-8,0,133.7,Yes
0,97,-9,0,133.7,Yes
0,97,-8,0,133.7,Yes
1.7,97,-8,6,133.7,Yes
1.7,97,-8,6,133.7,Yes
1.7,97,-8,6,133.7,Yes
1.3,97,-6,5,133.7,Yes
1.3,97,-9,5,133.7,Yes
1.3,97,-7,5,133.7,Yes
1.3,97,-5,5,133.7,Yes
1.3,97,-3,5,133.7,Yes
1.3,97,-1,5,133.7,No
0.7,76,0,3,139.6,No
0.7,76,0,3,139.6,No
0.7,76,-3,3,139.6,No
0.7,76,-8,3,139.6,No
0.7,76,-13,3,139.6,No
0.7,76,-13,3,139.6,No
0.3,76,-10,2,139.6,No
0.3,76,-8,2,139.6,No
0.3,76,-6,2,139.6,No
0.3,76,-2,2,139.6,No
0.3,76,1,2,139.6,No
0.3,76,0,2,139.6,No
0.7,76,-2,3,139.6,Yes
0.7,76,-4,3,139.6,Yes
0.7,76,-3,3,139.6,Yes
1,76,-1,4,139.6,Yes
1,76,0,4,139.6,Yes
1,76,1,4,139.6,Yes
0.7,76,2,3,139.6,No
0.7,76,0,3,139.6,Yes
0.7,76,-2,3,139.6,Yes
1.7,76,-3,6,139.6,No
1.7,76,-4,6,139.6,Yes
1.7,76,-4,6,139.6,Yes
0,77,-2,0,152.5,No
0,77,-1,0,152.5,No
0,77,-2,0,152.5,No
0,77,-6,0,152.5,No
0,77,-10,0,152.5,No
0,77,-10,0,152.5,No
0.7,77,-6,3,152.5,No
0.7,77,-2,3,152.5,No
0.7,77,1,3,152.5,No
0.7,77,-1,3,152.5,No
0.7,77,-5,3,152.5,No
0.7,77,-5,3,152.5,No
0.7,77,-5,3,152.5,No
0.7,77,-5,3,152.5,No
0.7,77,-2,3,152.5,No
1.7,77,-1,6,152.5,No
1.7,77,2,6,152.5,No
1.7,77,3,6,152.5,No
2,77,2,7,152.5,No
2,77,-2,7,152.5,No
2,77,-4,7,152.5,No
2.3,77,-11,9,152.5,No
2.3,77,-12,9,152.5,No
2.3,77,-12,9,152.5,No
2,94,-10,7,151.8,No
2,94,-2,7,151.8,No
2,94,-4,7,151.8,No
2,94,-6,7,151.8,No
2,94,-12,7,151.8,No
2,94,-13,7,151.8,No
2,94,-15,7,151.8,No
2,94,-15,7,151.8,No
2,94,-12,7,151.8,No
1.7,94,-6,6,151.8,No
1.7,94,-2,6,151.8,No
1.7,94,0,6,151.8,No
1,94,2,4,151.8,No
1,94,-1,4,151.8,Yes
1,94,-5,4,151.8,Yes
2,94,-8,7,151.8,Yes
2,94,-10,7,151.8,Yes
2,94,-8,7,151.8,Yes
1.3,94,-7,5,151.8,No
1.3,94,-6,5,151.8,Yes
1.3,94,-5,5,151.8,Yes
1.3,94,-6,5,151.8,Yes
1.3,94,-4,5,151.8,No
1.3,94,-5,5,151.8,Yes
2,99,-5,7,155.8,No
2,99,-4,7,155.8,No
2,99,-5,7,155.8,No
2.3,99,-11,9,155.8,No
2.3,99,-15,9,155.8,No
2.3,99,-11,9,155.8,No
0.7,99,-11,3,155.8,No
0.7,99,-13,3,155.8,No
0.7,99,-13,3,155.8,No
0.3,99,-11,2,155.8,No
0.3,99,-7,2,155.8,No
0.3,99,-5,2,155.8,No
0,99,-4,0,155.8,No
0,99,-4,0,155.8,No
0,99,-6,0,155.8,No
0,99,-8,0,155.8,Yes
0,99,-7,0,155.8,Yes
0,99,-5,0,155.8,Yes
0.3,99,-1,2,155.8,Yes
0.3,99,-5,2,155.8,Yes
0.3,99,-2,2,155.8,Yes
0,99,-1,0,155.8,Yes
0,99,-7,0,155.8,No
0,99,-8,0,155.8,No
0,93,-7,0,160.9,No
0,93,-8,0,160.9,No
0,93,-9,0,160.9,No
0,93,-8,0,160.9,No
0,93,-7,0,160.9,No
0,93,-7,0,160.9,No
0,93,-6,0,160.9,No
0,93,-4,0,160.9,No
0,93,-1,0,160.9,No
0.7,93,2,3,160.9,No
0.7,93,5,3,160.9,No
0.7,93,5,3,160.9,No
0.3,93,4,2,160.9,No
0.3,93,2,2,160.9,No
0.3,93,0,2,160.9,No
0,93,0,0,160.9,Yes
0,93,1,0,160.9,Yes
0,93,3,0,160.9,Yes
0,93,5,0,160.9,No
0,93,6,0,160.9,No
0,93,4,0,160.9,No
0.3,93,1,2,160.9,No
0.3,93,-2,2,160.9,No
0.3,93,-3,2,160.9,No
0,94,0,0,171.6,No
0,94,3,0,171.6,No
0,94,4,0,171.6,No
0,94,3,0,171.6,No
0,94,3,0,171.6,No
0,94,4,0,171.6,No
0.3,94,4,2,171.6,No
0.3,94,4,2,171.6,No
0.3,94,4,2,171.6,No
0.3,94,2,2,171.6,No
0.3,94,1,2,171.6,No
0.3,94,5,2,171.6,No
0.7,94,8,3,171.6,No
0.7,94,8,3,171.6,Yes
0.7,94,11,3,171.6,Yes
1,94,12,4,171.6,Yes
1,94,11,4,171.6,Yes
1,94,11,4,171.6,Yes
1.3,94,9,5,171.6,Yes
1.3,94,4,5,171.6,No
1.3,94,3,5,171.6,No
2.7,94,-3,12,171.6,No
2.7,94,-6,12,171.6,No
2.7,94,-3,12,171.6,No
0.7,118,-3,3,184.4,No
0.7,118,-2,3,184.4,No
0.7,118,-1,3,184.4,No
2,118,-1,7,184.4,No
2,118,-4,7,184.4,No
2,118,-5,7,184.4,No
1,118,-5,4,184.4,No
1,118,-5,4,184.4,No
1,118,-5,4,184.4,No
0,118,-5,0,184.4,No
0,118,-2,0,184.4,No
0,118,1,0,184.4,No
0.7,118,4,3,184.4,No
0.7,118,4,3,184.4,No
0.7,118,2,3,184.4,No
0.3,118,1,2,184.4,Yes
0.3,118,4,2,184.4,Yes
0.3,118,8,2,184.4,Yes
0.7,118,9,3,184.4,Yes
0.7,118,7,3,184.4,No
0.7,118,2,3,184.4,No
0.7,118,-2,3,184.4,No
0.7,118,-4,3,184.4,No
0.7,118,-5,3,184.4,No
2,127,3,7,183,No
2,127,8,7,183,No
2,127,9,7,183,No
2.3,127,9,9,183,No
2.3,127,5,9,183,No
2.3,127,0,9,183,No
1.7,127,2,6,183,No
1.7,127,6,6,183,No
1.7,127,4,6,183,No
1.3,127,5,5,183,No
1.3,127,3,5,183,No
1.3,127,5,5,183,No
1.3,127,6,5,183,No
1.3,127,4,5,183,No
1.3,127,0,5,183,No
1.3,127,-1,5,183,No
1.3,127,-4,5,183,Yes
1.3,127,-1,5,183,Yes
0.7,127,4,3,183,Yes
0.7,127,5,3,183,Yes
0.7,127,3,3,183,No
1.3,127,0,5,183,Yes
1.3,127,-8,5,183,Yes
1.3,127,-12,5,183,Yes
1.7,144,-9,6,182.9,No
1.7,144,-11,6,182.9,No
1.7,144,-5,6,182.9,No
1.3,144,0,5,182.9,No
1.3,144,2,5,182.9,No
1.3,144,4,5,182.9,No
0.7,144,2,3,182.9,No
0.7,144,3,3,182.9,No
0.7,144,3,3,182.9,No
0.7,144,3,3,182.9,No
0.7,144,2,3,182.9,No
0.7,144,0,3,182.9,No
0.7,144,-2,3,182.9,No
0.7,144,-1,3,182.9,No
0.7,144,-1,3,182.9,No
0.7,144,0,3,182.9,No
0.7,144,-2,3,182.9,No
0.7,144,0,3,182.9,No
0.7,144,5,3,182.9,No
0.7,144,9,3,182.9,No
0.7,144,10,3,182.9,No
1,144,9,4,182.9,No
1,144,8,4,182.9,No
1,144,6,4,182.9,No
0.7,167,6,3,188.1,No
0.7,167,4,3,188.1,No
0.7,167,5,3,188.1,No
0.7,167,4,3,188.1,No
0.7,167,8,3,188.1,No
0.7,167,10,3,188.1,No
0.3,167,8,2,188.1,No
0.3,167,7,2,188.1,No
0.3,167,8,2,188.1,No
0,167,8,0,188.1,No
0,167,5,0,188.1,No
0,167,4,0,188.1,No
2,167,5,7,188.1,No
2,167,3,7,188.1,Yes
2,167,1,7,188.1,Yes
0.7,167,3,3,188.1,Yes
0.7,167,7,3,188.1,Yes
0.7,167,10,3,188.1,Yes
1,167,12,4,188.1,Yes
1,167,13,4,188.1,Yes
1,167,14,4,188.1,No
1.3,167,12,5,188.1,No
1.3,167,7,5,188.1,No
1.3,167,-1,5,188.1,No
2,171,-2,7,186.1,No
2,171,-2,7,186.1,No
2,171,-3,7,186.1,No
3,171,-1,15,186.1,No
3,171,-4,15,186.1,No
3,171,-10,15,186.1,No
1.7,171,-15,6,186.1,No
1.7,171,-15,6,186.1,No
1.7,171,-16,6,186.1,No
2,171,-21,7,186.1,No
2,171,-28,7,186.1,No
2,171,-29,7,186.1,No
2.3,171,-28,9,186.1,Yes
2.3,171,-31,9,186.1,Yes
2.3,171,-31,9,186.1,Yes
2,171,-25,7,186.1,Yes
2,171,-27,7,186.1,Yes
2,171,-20,7,186.1,Yes
1,171,-16,4,186.1,Yes
1,171,-11,4,186.1,Yes
1,171,-11,4,186.1,No
1.3,171,-16,5,186.1,Yes
1.3,171,-18,5,186.1,No
1.3,171,-19,5,186.1,No
0.3,147,-20,2,173.2,No
0.3,147,-20,2,173.2,No
0.3,147,-20,2,173.2,No
0,147,-18,0,173.2,No
0,147,-15,0,173.2,No
0,147,-14,0,173.2,No
1,147,-16,4,173.2,No
1,147,-17,4,173.2,No
1,147,-20,4,173.2,No
1,147,-20,4,173.2,No
1,147,-19,4,173.2,No
1,147,-19,4,173.2,No
1.3,147,-18,5,173.2,No
1.3,147,-16,5,173.2,Yes
1.3,147,-15,5,173.2,Yes
2.3,147,-11,9,173.2,Yes
2.3,147,-11,9,173.2,Yes
2.3,147,9,9,173.2,Yes
2.7,147,7,12,173.2,Yes
2.7,147,9,12,173.2,Yes
2.7,147,7,12,173.2,Yes
4,147,10,27,173.2,No
4,147,4,27,173.2,No
4,147,-22,27,173.2,No
4.7,147,-26,39,167.2,No
4.7,147,6,39,167.2,No
4.7,147,15,39,167.2,No
4.7,147,17,39,167.2,No
4.7,147,8,39,167.2,No
4.7,147,-6,39,167.2,No
4,147,-10,27,167.2,No
4,147,-19,27,167.2,No
4,147,-29,27,167.2,No
2,147,-23,7,167.2,No
2,147,-21,7,167.2,No
2,147,-20,7,167.2,No
2.3,147,-17,9,167.2,No
2.3,147,-28,9,167.2,No
2.3,147,-28,9,167.2,No
2,147,-28,7,167.2,No
2,147,-27,7,167.2,No
2,147,-32,7,167.2,Yes
3.7,147,-31,22,167.2,No
3.7,147,-25,22,167.2,No
3.7,147,-22,22,167.2,No
4.3,147,-29,32,167.2,No
4.3,147,-32,32,167.2,No
4.3,147,-28,32,167.2,No
3.7,147,-31,22,164.6,No
3.7,147,-39,22,164.6,No
3.7,147,-35,22,164.6,No
3,147,-31,15,164.6,No
3,147,-26,15,164.6,No
3,147,-31,15,164.6,No
3,147,-38,15,164.6,No
3,147,-35,15,164.6,No
3,147,-34,15,164.6,No
0.7,147,-28,3,164.6,No
0.7,147,-23,3,164.6,No
0.7,147,-24,3,164.6,No
3,147,-22,15,164.6,No
3,147,-28,15,164.6,No
3,147,-28,15,164.6,Yes
2.7,147,-25,12,164.6,Yes
2.7,147,-26,12,164.6,Yes
2.7,147,-27,12,164.6,Yes
4,147,-28,27,164.6,Yes
4,147,-21,27,164.6,No
4,147,-27,27,164.6,No
3.3,147,-31,18,164.6,No
3.3,147,-31,18,164.6,No
3.3,147,-28,18,164.6,No
3,137,-25,15,156.8,No
3,137,-24,15,156.8,No
3,137,-21,15,156.8,No
2.3,137,-19,9,156.8,No
2.3,137,-22,9,156.8,No
2.3,137,-26,9,156.8,No
1.3,137,-27,5,156.8,No
1.3,137,-27,5,156.8,No
1.3,137,-29,5,156.8,No
2,137,-30,7,156.8,No
2,137,-29,7,156.8,No
2,137,-27,7,156.8,No
0.7,137,-26,3,156.8,No
0.7,137,-25,3,156.8,Yes
0.7,137,-24,3,156.8,Yes
1.3,137,-23,5,156.8,Yes
1.3,137,-21,5,156.8,Yes
1.3,137,-20,5,156.8,Yes
3.7,137,-12,22,156.8,Yes
3.7,137,-13,22,156.8,Yes
3.7,137,-22,22,156.8,No
3.3,137,-21,18,156.8,Yes
3.3,137,-21,18,156.8,Yes
3.3,137,-23,18,156.8,No
2,158,-21,7,167.8,No
2,158,-20,7,167.8,No
2,158,-18,7,167.8,No
1.7,158,-16,6,167.8,No
1.7,158,-14,6,167.8,No
1.7,158,-14,6,167.8,No
1.7,158,-17,6,167.8,No
1.7,158,-17,6,167.8,No
1.7,158,-14,6,167.8,No
0.3,158,-14,2,167.8,No
0.3,158,-17,2,167.8,No
0.3,158,-17,2,167.8,No
0.3,158,-15,2,167.8,Yes
0.3,158,-13,2,167.8,Yes
0.3,158,-13,2,167.8,No
0,158,-14,0,167.8,No
0,158,-11,0,167.8,Yes
0,158,-8,0,167.8,Yes
1.3,158,-6,5,167.8,Yes
1.3,158,-6,5,167.8,Yes
1.3,158,-13,5,167.8,Yes
2.7,158,-19,12,167.8,No
2.7,158,-23,12,167.8,No
2.7,158,-24,12,167.8,No
3,161,-17,15,156.1,No
3,161,-14,15,156.1,No
3,161,-13,15,156.1,No
3,161,-13,15,156.1,No
